Id,Review,Label
311,"I liked it, although I felt like they were 2 courses: One for the first three weeks, another one during the last week.The ""First Course"" was OK, but it was regular accounting stuff. I was rusty on that so I enjoyed it.The ""Second Course"" was the one related with Analytics.I give it 3 Stars because you can see some lack of preparation in the team. And because didn't made a proper link between Accounting and Analytics.",3
321,"It's ok. Bushee is very knowledgeable and a very enthusiastic teacher, but his lessons are too dense compared to the content in the rest of the Wharton BA programs. I actually like all the detail, but I think it's covered too quickly and the course should probably be made longer to deal with it all. There are ratios and balance sheet jargon just flying at you at a breathless pace. It would be better to focus on a few key ones and then walk through the examples a little more slowly. The quizzes were extremely tricky with too many choose more than one answers. It was difficult to find the parts of the video to review missed questions because 1) the transcripts are machine generated and make it difficult to search specific words and 2) it's difficult to remember where the concept was covered because there was so much in each video.The last week felt very disconnected from the first week and like it belonged in a different course almost. It was pretty good, though. I liked how it contained specific examples and charts.",3
322,Great introduction to Accounting Analytics. Unexpected lecturing dialogues. Could have more analytics or additional or optional problem sets to explore more deeply.,3
335,While I like the content of the course but I felt too much of topics were crammed into one single course. I had to struggle a lot to grasp the concepts on advanced algorithms by just relying on video lectures so I had to look around in the internet for additional resources. Nonetheless it was a satisfying experience though it took me a lot of time and effort to complete the assignments.,3
342,"easy to undestand, but it needs more examples",3
346,"I personally think that I've learnt more from Google and YouTube then in this course. You can join the course for certification. Other then the certificate, I find this course not much of value.",3
396,I did not understand the submitting process till the fourth week. I feel that you could have offered a more detailed description . Doing the review in the fourth week did not do justice for my peers.,3
443,"It's amazing that we live in an age where you can take online classes like this for free.I went from not knowing my way around Ableton to being able to make simple tracks in a few weeks.The course load is pretty light, but it makes it easy to stay motivated and keep up from week to week.The instructor has her quirks, but don't we all. I feel like this course is great for introducing someone who has prior experience with writing music and using DAWs to Ableton Live. However, for someone who already knows the basics of Live, this probably won't be of too much use.",3
492,"This particular module (week 3) is written for those students who are already have at least a nodding acquaintance with the software.The videos move so fast that I am not able to detect what is going on. Please believe me when I say that I run a copy of Fusion 360 at the same time as a particular instructional video is playing. I toggle from one to another, taking notes from the instructional video when possible. Still, it takes me weeks, not days, to understand what the professor is doing.It is true that there are several online tutorials with regard to using the sketch tools contained within Fusion 360. I have been reviewing the tutorials that I am able to find -- and I have learned quite a bit of ""how-to"" information that this particular module does not provide.Why is it that some of us who are new to the Fusion 360 environment have come to understand that we need to spend hours of our time to ""fill in the blanks"" of week 3?Are we to keep searching other sources so that we can learn what has not been taught in Week 3? If so, why?Bill Clark",3
495,"The instructor does an excellent job, but realistically there is no way to be proficient enough in a 3D software program after a week or two to earn a certificate. The certificate is worthless in my opinion. I liked the class but it seemed more like intro vs. a class of any proficiency required.",3
557,"The topics are really interesting and advanced! However, there's a lot of talk in chinese, due to questions/answers from teacher and students, and the quizzes are a bit too easy. I learned a lot though.",3
643,I knew nothing about Jefferson before this course and nothing about his 'age' - not sure I am much the wiser about the latter after it! I enjoyed the tours round the historic sites and I thought the lecturer came over as warm and enthusiastic but it seemed he was preaching about a saint rather than giving a detached academic assessment of a historical figure and I found that it was hard to see the wood for the trees at times. Hagiographic might be an unkind description but it was certainly very respectful to the great man. I also liked the use of a student in cooperation with the lecturer.- he set the scene well and was a good interviewer.,3
691,Ambiguous assignments led to cumbersome completion. The peer grading got a little annoying as sometimes it took forever to get feedback and a lot of times feedback was minimal or the criteria for grading was vague and people took it WAY too seriously.,3
710,"Very tough, though very instructive.",3
738,"The course was really great! The teacher explained excellent and the topics were very appropiate. However, when i finished the course i couldn't see the certificate of accomplishment at least; it never showed up :( And now when i click on the option ""Buy the course"" the page redirects me to an address which doesn't exist.Despite of this, I enjoyed this course a lot, as the first one! Thanks a lot!",3
752,"Actually, the course should be titled as ""Introduction Into Macroeconomics"", I think. The course is fine, but I won't call it really ""advanced"" one. The structure and topic list is okay, but the depth is not enough to threat the course as ""advanced"".",3
757,"Honestly, for something that says ""Advanced"" in the title, I thought it was a little too basic. There isn't enough depth and a lot of it involves common sense. Perhaps a more case-study driven course would have been interesting with more qualitative, essay responses required rather than cut-and-dry multiple-choice.",3
759,"Overall, this is a good subject.However, some slides are not well organized.Many questions in assignment are too tricky.",3
782,"Nice addition to the ""Competitive Strategy"" course, although not as interesting and practical as the first part... Cases and current examples would have made this section much better.Prof. Tobias Kretschmer ... 5 starsCompetitive Strategy . . . 5 starsAdvanced Competitive Strategy ... 3 stars",3
809,"it is okay, not what I expected, but okay.",3
816,"The course is fine as far as content. My complaint is that there is no one to contact regarding papers or questions. You are left to the other students for your grading and assignment completion, meaning that some of your assignments can hang there for weeks before ever getting reviewed.",3
819,Not the course id think it would be.I learn less information than i d expect but these were still usefull information.,3
840,"It has good content, but there were missing classes to give more advices or clear any question students have, when grading peer review homeworks there were plenty of mistakes that would have been avoided if there were more video lectures or forums with teachers.",3
845,"I wasn't sure what to expect with the Advanced Writing course. Again, peer review was unnecessarily harsh because people don't understand the flexibility and nuance of writing, but it's definitely informative and has made me a more mature academic writer. This specialization is well worth it, for the videos alone. The instructor is clear and the videos are very concise.",3
879,"So far the topics are very interesting but the accent of the teacher is sooo difficult to follow and distracts me! Also, she is looking down to read all the time and this doesn't reflect her knowledge.",3
889,"before discussing genetic mutations occurred in Alzheimer disease that mentioned when discussing AIS, i think some refreshment about protein synthesis and the normal pattern that if disturbed by certain ways as mutations causes particular diseases.some arrangements of material needed to prevent information overlappinginteresting courses, go onthanks for your efforts dear professors",3
898,"Too much bla, bla, bla. Very slowly, very boring.",3
933,Provides a nice basis in understanding how economic principles are used to investigate agriculture production. Could provide a bit more of an economic foundation but the course is broad rather than deep.,3
962,"The professor is very good. However, pictures and graphics mean a thousand words. These lectures rely too much on words. It makes it how to visualize the concepts. Hope to see more pictures. Animation will be the best.",3
966,"I was glad to get exposure to famous algorithms through this class, but I don't feel like I really developed an intuition for reasoning about their runtime. The class was challenging, but mostly for the wrong reasons. I spent more time and energy pouring over the answers to tricky quizzes and having to implement algorithms exactly as described in the lecture notes rather than really truly learning. It also took me much longer than the 4-8 hours per week advertised to complete each week.",3
1007,It would be nice to see more examples especially were we have too many formulas. I still confused with probability.Also hadwritting isnt really helping. I am most of the time decoding scripts. In addition he is reading the formula at one moment and in around 3-4 seconds it appears on the screen. So I kind of listening him while trying to read what is happening on the screen. horrible experience.,3
1017,good in depth knowedge.,3
1032,The early part of the course does not make a compelling argument for why we need to analyse complexity. The lectures are interesting but not helpful for use in business.,3
1046,"The material was good, but I did notice a couple of lectures and in-course questions presented out of order. What really turned me off, however were quizzes. In weekly quizzes the first answer was always the right answer. In the final quiz most of the questions had the first answer as the right answer. Since randomizing the answers is so obvious and easy, I am really at a loss why the quizzes would be presented in this way.",3
1074,kind of boring and I am not learning how half this info is obtained or why it is relevant to real world chemistry,3
1140,Very interesting! I wish there is some animation film to explain the narative.,3
1179,A lesson with discussion about the question of quizz.,3
1206,"Ancient Greeks is brief overview of Greek civilization from about 1800 to 320 BC, starting with the Minoans of Crete and ending with the death of Alexander the Great. Prof. Andrew Szegedy-Maszak demonstrates great knowledge about the subjects, covering literature, government, and philosophy.Yet the course has two setbacks: 1) The professor stutters through the lectures, displaying his obvious discomfort being on camera; and 2) the overview is very expansive, so there isn't great study in any single theater of Greek civilization.There is, however, solid coverage. I also felt the chapter on the 4th cent. BC, done to address complaints about no coverage of Alexander and Macedon, feels tacked on. It's a long, but somehow hurried lecture.That said, I liked this course. I gained greater knowledge of important political and literary figures, such as Solon and Alcibiades, than I did when I studied the subject back in college.",3
1271,"I must say I feel disappointed especially when the whole Data Structures and Algorithms series take this course as the selling point ( ""you'll learn how to compute the fastest route between New York and Mountain View thousands of times faster than classic algorithms and close to those used in Google Maps"", blablabla), but it turns out to be the least challenging course with only elementary introduction to the big topic. Perhaps the preparing time for this course is too short? I still miss the teaching style and assignment design of the first course of the series though. It would seem to be unwise to pay for the following courses if this continues on.(FYI I was the among the first ones who take this series, and I have got 100% grade for each course ever since then.)",3
1310,"Even though there is a lot of useful information in this course, I personally don’t like it. I wouldn’t take this course again if I had a chance to go back in time.All hometasks are much more about programing in Java than algorithms. Open any week's discussion forum, you will find out that 90% questions and problems are about Java, not algorithms. If you are not a professional programer, you will spend at least 30-40 hours a weak instead of 6-10 hours.5 week’s task is just a pure joke: 30 minutes explanation about most difficult structure in the course and not a single line of code.. After that you must write it by yourself. Just look at week 5 discussion forum. Do you know why there are 42 topics in week 3 and only 7 in week 5? Because people decide not to do it.The goal of a teacher must be to make students love the course\matherial\science, not to hate it. I’m not sure about hating, but it was annoying as hell.",3
1319,"Topics are interesting, explanation is boring",3
1512,"Good course for a free one. Thank you for all of your great work. Somehow, the pace is too fast. Covering about 2 sections per week is by far too hard to read the book along with the class. There's no practice exercise to strengthen what you learn. The assignment is very hard and sometime don't directly implement the knowledge you learn in that week. Sometime the video sound is too quiet (but you can read the transcript when it happened.) The book is better in my opinion.",3
1558,Ha sido un curso muy interesante y útil. Lo recomiendo para saber como América Larina funciona en estos momentos. Los documentos adjuntos son extremadamente necesarios para disfrutar del curso!It was so interesting and useful. I recomend it to know about how Latin America is working at this moment. The attached files are extremly needed to enjoy the course!,3
1560,"videos can be more interactive with more information on the slides. feel that slides downloaded is not worth the time. I seem to see the professor on screen more then important information we need to take note of. Some modules need to go indepth explanation but does not, especially on",3
1594,Why were we talking about money managers and hedge funds? What does that have to do with data analytics for business? I never saw the connection and they never explained it.,3
1595,"This was a good introductory course, with some very informative video and instruction. I only give it 3 stars because I felt it really lacked interactivity. Although quizzes were required throughout, I felt too much of the class was simply sitting back and watching lectures.",3
1607,Content was a bit shallower than expected.,3
1636,Good intro,3
1647,"Interesting enough, good start to the specialization but not the most content for a standalone course.",3
1672,Survey course. Excited to apply the knowledge and learn concrete skills in the upcoming courses within this specialization.,3
1673,It's very general information. The explanation movies are great.,3
1686,"This was a very basic foundation course on data careers and business metrics. Gives a lot of examples of companies and their varying levels of need for data employees. There is a short segment in here on Financial services which i found to be a bit misplaced, and I would have liked more detail on the business metrics side as well as on the financial services side (if it is indeed well placed and I just didn't catch the correlation).",3
1692,good but the tests can be better planned.,3
1694,"Very good course, only 1 BIG disadvantage: you cannot take the quizzes unless you buy the certificate...",3
1706,"Pretty good overview for simple business metrics definitions and basic level analysis. It is a good refresher for those with an analytics background, but also puts things in a perspective from a business setting which is good for when you are working in the field.",3
1718,"I thought that they could have gone more in depth in terms of metrics, how to calculate them, and use them in real life situations. The course seemed to focus too much on the type of companies that use data, as well as what type of jobs there are in this field. I didn't find it too relevant or helpful in terms of making me more productive at work.",3
1757,"The lectures are good and clear, with many concrete examples and exercices to train. The topic itself is a little limited, mostly to finance, whereas there would be so much more equally interesting diversity in data to analyse. I just don't dream of money all the time.The course limitations for free attendance get in the way of efficient learning though, using cheap tricks to manipulate you into buying, though I haven't seen these features used this way in other curses, I bet they're using what they teach to increase conversion using any way available.",3
1760,"The course content is good. However, by the review assigment i can see that the concepts were not clear, ther",3
1762,"I feel like more examples, case studies, or panel interviews would help.",3
1776,"It's a great introductory course, although a bit superficial.",3
1780,Very basic terms. Not very helpful for later concepts and would not recommend for business professionals that have experience,3
1789,"A lot of time devoted to the job stuff may not be super relevant for most students, and was certainly not super relvant too.",3
1798,I had a hard time finding material to study.I wish the class had more reading material.,3
1799,A very useful course for budding professionals. Wouldn't recommend this to middle managers / data experts.,3
1807,Good introduction to the Theme. Some subjects was not entirely connected between weeks.,3
1818,"I found this course interesting, but a bit too simple.From the answers of other students that I marked many are non-native speakers of English who hadn't really understood the questions.",3
1819,"I would have liked the course to have been more hands on. I would have also liked to have seen other platforms utilized.Ex:Hypothetical situations to apply course content to.Group assignments with real time chat.Better formatted supplemental readings to compliment the lecture videos.Also, I feel like the instructors failed to explain some of the business jargon used, which wasn't remedied by referencing the dictionary.",3
1824,Great introduction to the Subject,3
1828,"Good introduction to business metrics. I was less enthusiastic about all the investment metrics and formulas, but that might just be me.",3
1836,"good, but no material and lack of structure",3
1847,Solid introduction - slightly disjointed and fairly boring presentation.,3
1890,"Good course for those with limited exposure to business metrics. Would be more valuable to include 5 or 6 standard Key Performance Indicators (KPI's) by function (marketing, sales, operations, finance), etc. that will be typically encountered in an advanced undergraduate or MBA program.",3
1900,The course title is a bit misleading. There were too much math in the course.,3
1906,The course for me was very simple and basic. I recommend it to students who makes their firs steps in this area.,3
1909,Meh. It was just okay.,3
1964,"The class is a pretty nice overview of metrics in general. it is more broad than it is deep, and sometimes the videos and explanations were not the most easily digested. While the content was helpful, this class could have been greatly improved if slides were provided instead of just a transcript. Finally, some of the explanations and definitions, though interesting, weren't often well tied together. The final assignment case study was definitely useful in thinking about several of the metrics covered over the four weeks.",3
1965,not much is taught here but I guess should be a good beginning for the specialization.,3
1983,"It's OK, I think there's a few areas that could use some more depth of explanation. As with a few coursera courses there seems to be an assumption that students know the material being discussed and so it isn't explained. Most of the time in this unit that isn't the case but it does occur a bit.",3
1992,"Sometimes it seems very ""mechanic"". The instructor is clearly reading a script.",3
2010,"I found the lectures marginally useful. The instructor may know what he is talking about but takes a rather unstructured approach to articulating it. Having come from a business background and going into BI full-time, I was seeking novel ways to evaluate business performance. The glossary cheatsheets delivered on this best - but the videos I found to have simple, tired repeated perspective. It could be more useful if you have no business background whatsoever.",3
2011,"In my opinion this course is superficial. I didn't get real knowledge from it. At the same time this course might be just an intro to the series of courses about Business Analytics. So I'm looking forward to try them all!Anyway, thanks for the course!",3
2081,reviewed. good course.,3
2087,"This course provided a good introduction to SQL for me as a beginner and through challenging lessons forced me to learn SQL basics. After Week 3 however, I found that the level of difficulty increased steeply and not enough assistance was provided in the lessons to get through the course at a reasonable pace. In addition to providing answers to each week's exercises, further review of how the answer was obtained and the breakdown of the logic behind it would be helpful.",3
2094,The course structure was well formatted. The order of the lessons and content presented made for learning intuitive. The follow along practice queries and end of lesson practice problems were also helpful interactives for the student.However there were mistakes in the answer keys or practice problem prompts that became more frequent in the lessons towards the end of the course. This made it difficult to practice the more complicated material and queries. It was also a big time waster when as a student you were unsure whether you were answering the correct question and if so whether your answer was correct. It would also been helpful to have more open ended practice problems at the end of the course in addition to the set provided.Finally I think this course would be better split into two parts. The first part should be geared towards querying data and focusing more on just pulling data and intermediate queries. The main audience would be analyst/data professionals that have privileges to pull data but not modify data. The second part of the course would be more useful to DBAs or professionals that have database admin privileges to insert/delete/modify data. I would also focus more heavily on database schemas in this second course relative to the first.,3
2106,"there are so little video tutorials, and too many exercises without video instructions.",3
2201,"The video instruction are not as helpful as I wished. They were too brief, and all the learning end up with doing the exercises. The regular exercises and the quizzes use different database system, and it sometimes hard to transfer what you learn to the quizzes.The pre-quiz exercises are more helpful imo, but no answer key is provided. Sometimes I am still confused even after passing the quiz.",3
2209,It's a good class and I learned a lot. The learning curve shoots up exponentially around the fourth week. I could see this course being perfect if broken down into two classes.,3
2212,too many issues with the DB's that needed to be accessed to complete the exams.,3
2286,Did not like that I have to upgrade just to take a quiz,3
2316,Worth skimming fast through for free to learn a little something about the brain. Don't expect to learn much about the brain though. The title is a little misleading.,3
2319,"Well, I expected more and more debt, It seems the course is oriented to the general public.",3
2320,"The course satisfied me in various aspects. It is brief and clear. Thank you for our instructor for nice presentations.Nevertheless, I would expect more about pharma and treatment apporaches. More about drugs available in the markets and new trends.Psychotherapy applications / demonstrations would be very useful.",3
2328,Knowledgeable professor. Distracting background. I prefer direct eye contact rather than having the professor sometimes filmed not looking directly at the camera. But the course gave excellent information and I enjoyed it.,3
2333,"Course give very good information, but the ""The addicted brain"" its not the correct name.Second part of the course give more detail information about different drugs and body biology, but its not directly related to the Brain.However, the training its very good, just change the label.",3
2341,"So simple, not enough informative.",3
2357,Maybe too easy... And too focused on the society more than on the brain itself. Enjoyed it though.,3
2378,Interesting but really introductive,3
2387,"Maybe because I am a med graduate already I expected much more from this course. It was ok, but my impression was always like there was too much of talking what important stuff is going to be discussed, but not really the facts themselves. I would rather learn more practical knowledge. Anyway I learnt some new things as well.",3
2395,Very interesting as lay person interested in topic.,3
2416,"Somewhat too simple, but still a good basic introduction.",3
2432,"I learned some important concepts, but all of the material was repeated many times. If the redundancy of information were eliminated, imagine how much more students of this course could learn!",3
2441,I will rated number 3 because I want to learn more new stuff about protections of my body.,3
2473,Not enough Tableau use for it to be in the title of the course,3
2508,"I will start with you do learn a lot from the videos (and the stuff you learn is very valuable), it's the absence of staff or professor involvement that is a problem and why I am not giving 5 stars. Outside of quizzes which are graded by computers, your ""practice"" assignments (which aren't practice because you can't check your answers before a test, super awesome when you can't really ask for help), final project and forum questions are graded or answered by other students.If you have any confusion, either it will go unresolved or be worsened by potentially wrong answers from other students which I saw happen many, many times. Maybe I am expecting too much from an online learning platform? In all, I feel like while I did learn, I perhaps learned some wrong practices too. So while the videos are great, the actual teacher involvement is poor.Coursera - I am not sure how you and the university work together, but is it totally strange to desire some input from your professor?",3
2535,"I loved this course. The lecture videos taught me a lot and I was happy I got to use whatever I learned in the final project. The only reason why I'm giving three stars was because of the submission process for the final project. It gave me a headache because I didn't really understand how to submit to Tableau public. I tried following the instructions but I couldn't find some things so it confused me a bit. It caused me to submit my assignment late, and it was just not a pleasant process. Maybe upload new instructions with screenshots, or make another lecture video on how to submit.",3
2536,I have given an extra star for the free license software received.Didn't find the course as challenging as the Machine Learning course.The assignments need to be more challenging. Connecting to SQlite / GA Analytics dummy data can be added. Tableau with R session can be incorporated.,3
2554,"Great course!Very well organized, and worked in a format where you would build as you learned and had several milestones for review.The one complaint I have is that the final asks for you to work in Tableau, and provides you a license for 15 days, although the course runs longer than that.",3
2668,"It's a good course by the standards of when it was made which, going by the overview, looks like 2014. the lectures are based on eclipse while the video teaches how to install android studio. Some of the examples are not compatible with Android studio and work only on eclipse. Being updated with the more recent material would've helped more. Having said that, the teaching style is really conducive to learning for newbies. It's a good introduction to the world of Android development.",3
2708,I like this programme its very helpful and encouraging for me to do programming,3
2726,"I was very excited during Week 1 and Week 2 lectures. Then, the videos kept getting unclear and outdated. The assignment is not engaging. My interest dropped. The videos really need updates!",3
2729,Overall I think the course was good. This course requires you to do a lot of self study and research on every single topic. It only covers the very basic and core topics. I would have liked it to have more hands on or practical examples.,3
2745,"While this course is interesting and informative, I was hoping that there would be a larger portion dedicated to jobs, industries, and ideas that help make the world a better place. I was hoping that by the end of this course, I would have learned about many more options on how to act now, today, as opposed to such a strong emphasis on the origin and meaning of ethics.",3
2786,"Previous courses in this series was better. This iteration is very ""paint-by-numbers"", much of the material, conclusions, format, is already prepared in advance.",3
2808,Not a simple class,3
2827,The course provides a concise overview of the disorder and suggests some strategies to cope with it at home and in school. I found it a bit too short and too simple.,3
2839,"It's not professional as that one created by Penn Uni. Named ""Pay attention "" which is unavailable now and I don't understand why has it been removed from Coursera?!!",3
2854,Some content on quizzes wasn't covered in the videos,3
2872,I am working as an organisational consultant and thought this would add some knowledge - however it is really difficult to follow because it seems repetitive to me... I have paid for the certificate and still it is difficult for me to focus. It seems there is too much information and too much talk for things that are easily understood and do not need all this going over and over again. I got bored by the time I got to week 3 and it is seems impossible to stay focused and complete all assignments. I hope this changes in my third and last chance to get the certificate...,3
2873,I rated this as a 3 though I got a lot more out of the concepts and the class in the way it was taught than I had when reading books and literature on the subject. I would have wanted more discussions with cohorts taking the class to help cement the practices by virtue of seeing it from other perspectives in different work environments. I can imagine the same class with a moderator and someone facilitating the discussions would get me to the 5 rating. In a nutshell the content is great the experience of the class could be at a higher level then what I experienced.,3
2877,Despite the material being interesting the instructor's way of teaching it made it boring and hard to pay attention,3
2896,Well structured courseCourse material download as a summary would be great (PPT/PDF),3
3033,"decent course overall, but problem solutions are much missed. even after completing the course perfectly i'm still not sure how I got some answers.for example: ""approximate f^(72)(0) of cos(x^3). I figured the way to solve it, but I hove no idea why it is solved that way.",3
3035,"The effort put for explanation by Dr. Fowler is extraordinary. However the course needs to show more of the 'connection between steps' when stating a theorem for convergence tests.This current version of calculus is a bit disappointing, earlier the practice problems were solved in steps.",3
3076,"Lots of random details that the professor seems to have missed make the course difficult because you end up spending hours debugging random, irrelevant things.",3
3088,"During this course I had many issues with bower and version conflicts. I do everything step by step like in the video, and nothing works. I look at error log and realize there is some issue with versions. =\It would be really nice if you explained how to deal with it, instead of making me waste hours of my time on googling this stuff. It almost made me quit using bower forever.",3
3111,We need Angular 2,3
3131,"Overall pretty good, but I think maybe the course ought to be extended a week or so to really take time and look at descriptions of the tasks run in the task runners. The angular content is pretty good and helpful, though.",3
3133,"Should update to Angular 2, or at least revise some exercises to include code for Angular 1.6.. and keep track properly of when gulpfile should be updated!",3
3140,"Exercise sources are not up to date, I have come across many problems.",3
3155,Definitely Not for young new front end learners .Lots of things difficult to understand.,3
3160,This was a hard course and many of the exercises did not have enough details to complete the assignments on time. I had to rely on course forums and a lot of googling to finish the course successfully.,3
3161,"Many errors appeared doing exercises, material needs to be updated - many node modules already deprecated. Also it'll be better if teacher more clarify all the actions he doing. Sometimes he did something not clear and there was no answer what is happening and why in this way.",3
3165,This course is not for javascript beginners. You should come in with solid understanding of the language - probably more than you would get from the first two courses of this program.,3
3166,"A bit outdated now, however it is still a good resource to get started.",3
3194,"it is good , but some items needs to be illustrated in more details , a great thing of this course is that it gives a lot of practice exercises",3
3204,I am a bit disappointed by this course. I was expecting a more fast paced course with more information regarding Angular. Unfortunately in the videos there is a lot of time spent on unnecessary details and reading out loud the source code. The exercises are quite basic and they did not pose real challenges - except for errors coming from mismatched packages or mistakes in configuration files. Also I think that the level of support provided by the mentors of this course is lacking. Mentors are quite absent and very late in providing any help in the forums so the students have to kind of counsel one another - that is sometimes good but a proper class also requires a good level of supervision.All in all I think this is an OK course that is mostly geared to the uninitiated. It needs some serious work to make it a great course.,3
3232,The course was just fine. Some of the lectures were really good while some lectures were really confusing. The good thing is that course provides excellent resources for further exploring the topics in the course. So i had to consult these additional resources when i find lectures confusing.Course Assignments were really simple. Hardly any assignment took me more than an hour to complete.,3
3245,"Overall the course is very good but it gets trickier the further you go, specially if you have no experience in this area whatsoever... Take it from someone who's first contact with Web Development was the first course in this Specialization: ""HTML, CSS & JavaScript"". My advice to students in a similar situation is to look for other sources of information as well and try to experiment with your code as the lessons go by so you can really grasp the meaning of the pieces of code you're writing. Eventually, they'll start to make sense :-)",3
3276,Everything is explained in a big rush. Very hard to get starting from the second week,3
3279,"A massive amount of content to cover, some of it quite advanced.The exercises become fraught if your code is out of sync with the tutor's code. Things won't work, you won't know why, and there's no real recovery from that.",3
3290,"A whole lot of information to absorb, that I will definitely agree with! If there was anything I wish went into more detail, there would be two things.1) Yo / Yeoman: This part of the course was more of an ""Obligatory"" lecture, just to say it's mentioned. I watched that one video many times over, but still ended up going to YouTube for actual ""training"" on the ins and outs. I know time is constrained in MOOC's and you don't get the full load of knowledge you would in a traditional school. However, my thoughts are that either give us an exercise so we can at least have that as experience in using it, or just remove it completely. The lecture was put together as a sort of ""Follow Along"", but it really felt rushed and more of an ""Obligatory"" thing than an actual lesson.2) Give us more detail on the difference between Services and Factories. Keep in mind that I still have Multi-Platform Mobile App Development, and Server Side Development with Node.js still to go, so I don't know if these are explained more in those courses. As it stands right now, I -still- don't know the difference between a factory and a service, or even what a provider is. When should I use a factory? When should I use a service? Which is better suited for what task? All those questions I do not have an answer for after this course, which feels a bit short for me.",3
3316,"This course is deceivingly full of content. If you want to get through this course you need to have a lot of time on your hands because of the shear amount of debugs your code will produce even if you follow the steps to the letter. So many things are taught over a 4 week period that if you do not do the extra reading to understand what is happening you will get an overview of angularjs, bower, gulp, grunt, yo, yeoman and so on without really knowing how to use any of these tools again. Also because of the number of interdependent parts to the application you create, when the professor decides to give you one of the html or js files again to do an assignment, chances are everything will break and you will spend a long time figuring out which variables' names have been changed and blabla...The professor does not give you a good basis for debugging your code, you need to modify the set up of gulp to show understandable stack traces to figure out what is going wrong.If you want a challenging course where you have to go the extra mile learning things from documentation and blogs to substitute the lack of detail in order to complete the course, than this is the course for you!I think this course needs to be restructured and the length increased to 6 weeks instead of 4, with more detailed content and understand of each tool and especially more on angularjs",3
3352,Pity that people had to spend more time on making the plugins work than actually doing the exercises/assignments but good content nonetheless.,3
3368,"This course is good only for newbies and very high-level. No advanced info about Angrular. No tricks. No info about custom directives, $watch, digest cycle, etc. I had expected more detailed course",3
3404,steps for exercises are not clear.,3
3437,"Although a good introduction course, sometime is focus on javascript tools rather than on AngularJS itself which, in hand, looses time and doesn't explain/give examples on how to create directives and filters, which are two core functionalities of this framework.",3
3451,"Amount of AngularJS topics covered by the course is too small. All assignments are very typical, just copy-paste from lecture exercises.",3
